"","user_id","order_date","order_item","point","comment"
"4837","손님","2019년 9월 10일","허니갈릭 닭가슴살 시저샐러드/1(사이드 선택(고소한 명란마요 밥))","5","기사님 친절하시고 맛있네요"
"4838","so**님","2019년 9월 10일","영양부추무침과 대패삼겹덮밥/1(사이드 선택(모히또시럽과 수박))","5","구구국구ㅜ구구ㅜ꾸ㅜ구구굿"
"4839","sw**님","2019년 9월 10일","허니갈릭 닭가슴살 시저샐러드/1","5","맛있게 잘 먹었어요"
"4840","re**님","2019년 9월 10일","허니갈릭 닭가슴살 시저샐러드/1","5","시저드레싱 맛잇어요"
"4841","ka**님","2019년 9월 9일","궁중식 순살찜닭/1","5","딱 열었을때는 엥....? 양이 이거밖에 안돼...? 라고 생각 들었는데 먹다보니 양이 많고 맛있었어요 굿굿 담에 또 먹고싶어요 ㅎㅎ"
"4842","ma**님","2019년 9월 9일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","나의 인생 샐러드 ㅠㅠ 너무 맛있있어서 맨날 먹을수 있을 것 같아여"
"4843","se**님","2019년 9월 9일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1(옵션 추가(된장국 추가))","5","너무 맛있어요 ㅠㅜ 이거에 꽂힘"
"4844","fo**님","2019년 9월 9일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","Wooohooooo"
"4845","st**님","2019년 9월 9일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","1","상단은 역시나 만천원짜리 샐러드 퀄리티네 하고 흐뭇했는데.. 밑에칸 뭔가요.. 제가 시킨게 상추 샐러드 인가요? 양상추 한점 보이지 않네요.. 샐러드에 상추가 많이 넣는것도 아니고 이건 원가 절감이 심각한데요 나름 단골인데.. 이 메뉴는 진짜 빵점 드리고 싶네요"
"4846","bu**님","2019년 9월 9일","국내산 생등심 돈가츠 덮밥 가츠동/1,영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","저아여자여아굿굿베리귯"
"4847","ky**님","2019년 9월 9일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","맛있어요!! 고기도 많고 부추도 많아요 :)"
"4848","co**님","2019년 9월 9일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1(사이드 선택(트러플향 감자튀김 L)),수원왕갈비 치밥/1(옵션 추가(된장국 추가))","4","두번다 배달이개ㅈ같아서 다신안시킵니다"
"4849","ch**님","2019년 9월 9일","국내산 생등심 돈가츠 덮밥 가츠동/1","5","돈까스 두툼하고 맛있었어요."
"4850","jd**님","2019년 9월 9일","국내산 생등심 돈가츠 덮밥 가츠동/1,수원왕갈비 치밥/1","5","맛있게 먹었습니다!"
"4851","da**님","2019년 9월 9일","국내산 생등심 돈가츠 덮밥 가츠동/1","5","오늘도 맛있습니다!"
"4852","sa**님","2019년 9월 9일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","셰플리 셰플리 조금만 빨랐으면..ㅠㅠ"
"4853","sy**님","2019년 9월 9일","국내산 생등심 돈가츠 덮밥 가츠동/1","5","굿~~~~~~~~~"
"4854","d_**님","2019년 9월 9일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","5","김치볶음밥이 땡길때 딱"
"4855","ji**님","2019년 9월 9일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1(사이드 선택(사천식 마라윙 M))","5","샐러드 양도 많은 편이고 맛있어요 마라윙은 그냥 그랬어요 배달기사님들이 항상 친절하세요"
"4856","fl**님","2019년 9월 9일","궁중식 순살찜닭/1(옵션 추가(된장국 추가))","5","정말 맛있습니다 ^^ 또 주문핳게요"
"4857","ss**님","2019년 9월 9일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1(사이드 선택(트러플향 감자튀김 M))","5","자주먹는 메뉴입니다~ 맛있어요^^"
"4858","va**님","2019년 9월 9일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","약간 짰지만 맛있었어요"
"4859","va**님","2019년 9월 9일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","조금 짰지만 맛있었어요"
"4860","si**님","2019년 9월 8일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","4","자극적인 맛이지만 맛은 있어요"
"4861","ai**님","2019년 9월 8일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","4","맛있어요. 근데 사이드로 시킨 명란 마요밥에 명란이 없이 와서..."
"4862","ai**님","2019년 9월 8일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1(사이드 선택(고소한 명란마요 밥))","4","맛있는데 점점 달아지는 것 같아요"
"4863","io**님","2019년 9월 8일","수원왕갈비 치밥/1","5","맛있어요 작은김치도 같이 왔어요"
"4864","de**님","2019년 9월 8일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","항상 잘먹고있어요 맛있어요"
"4865","wo**님","2019년 9월 8일","수원왕갈비 치밥/1","5","포장도 좋고, 맛도 참 좋은데 제 기준에선 가격에 비해 양이 조금 부족했던게 아쉬웠어요 ㅎㅎㅎㅎㅎ"
"4866","le**님","2019년 9월 8일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","배달이 조금 늦었지만 맛있게 먹었습니다~"
"4867","fi**님","2019년 9월 8일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","가격대비 괜찮습니다"
"4868","no**님","2019년 9월 8일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","맛은 훌륭한데 배달이 늦어요 오늘 1시간 20분 기다렸습니다"
"4869","si**님","2019년 9월 8일","국내산 생등심 돈가츠 덮밥 가츠동/1","5","배달 예정시간보다 약간 늦게오긴 했지만 따뜻하고 양도 괜찮았어요"
"4870","mo**님","2019년 9월 8일","수원왕갈비 치밥/1","5","맛있어요. 혼자 치킨 먹기 아쉬울때 먹기 좋을 듯."
"4871","bh**님","2019년 9월 7일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1,영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1(사이드 선택(계란말이 6조각))","4","리뷰 좋아서 시켜봤는데 정말 맛있어요^^"
"4872","re**님","2019년 9월 7일","수원왕갈비 치밥/1(사이드 선택(트러플향 감자튀김 M))","4","네 좋았습니다 많이 파세요"
"4873","da**님","2019년 9월 7일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","2","뜨뜻하게 배달와서 좋았는데 맛은 없네요"
"4874","sa**님","2019년 9월 7일","국내산 생등심 돈가츠 덮밥 가츠동/1(사이드 선택(계란말이 6조각),음료 선택(산펠레그리노 폼펠모 자몽))","4","배달도 빠르고 음식도 깔끔한데 조금 질기네요 그거말고는 다좋았어요~~"
"4875","손님","2019년 9월 7일","궁중식 순살찜닭/1","5","맛집입니다~정성스럽고 맛나요^^"
"4876","손님","2019년 9월 7일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","깔끔하고 맛있어요~"
"4877","ar**님","2019년 9월 7일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","이것만 다섯번 넘게 먹었어요^^ 언제나 맛있습니다"
"4878","ph**님","2019년 9월 7일","궁중식 순살찜닭/1(사이드 선택(모히또 시럽을 곁들인 달달한 수박),옵션 추가(된장국 추가,종가집 김치 50g,흰 밥 추가))","5","진짜 개꿀맛입니당 ㅋㅋㅋㅋㅋ 다음에 또 시켜먹을껑미"
"4879","10**님","2019년 9월 7일","국내산 생등심 돈가츠 덮밥 가츠동/1(사이드 선택(명란마요소스 치킨 가라아게 5조각),옵션 추가(종가집 김치 50g))","5","핵맛 김치 추가가 종가집으로 올진 몰랐다 ;"
"4880","wo**님","2019년 9월 7일","마라 마파두부 정식/1(옵션 추가(된장국 추가)),허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","4","잘 먹었습니다! 배달도 깔끔해요"
"4881","sm**님","2019년 9월 7일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","4","맛있네요... 조금 싱겁긴한데... 식사잘함"
"4882","yj**님","2019년 9월 7일","마늘간장 누룽지 새우튀김 L/1","2","별로 였어요 ㅠㅠㅠ"
"4883","cx**님","2019년 9월 7일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","언제먹어도 맛있어요 배달도 전보다 많이 빨라졌네요 굿굿이예요"
"4884","fr**님","2019년 9월 7일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","맛있었습니다 아주!!!!"
"4885","sw**님","2019년 9월 7일","궁중식 순살찜닭/1","5","잘 먹었습니다아^^"
"4886","js**님","2019년 9월 7일","마라 마파두부 정식/1","5","늘 그렇듯 맛있었어요"
"4887","te**님","2019년 9월 7일","수원왕갈비 치밥/1","5","배달 빨랏음 맛도 굿"
"4888","te**님","2019년 9월 7일","수원왕갈비 치밥/1","5","수원왕갈비치밥 맛있네요"
"4889","an**님","2019년 9월 7일","국내산 생등심 돈가츠 덮밥 가츠동/1","4","맛있게 먹었습니다!!"
"4890","pi**님","2019년 9월 6일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","아 입맛이 없어서 샐러드 시켰는데 맛나게 먹었어요 건강해지는 느낌이예요~ 야채듬쁙"
"4891","ch**님","2019년 9월 6일","궁중식 순살찜닭/1","5","1인 찜닭 너무 맛있게 잘 먹었어요."
"4892","ll**님","2019년 9월 6일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","4","맛있게 잘 먹었습니다!"
"4893","em**님","2019년 9월 6일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","5","♥<U+FE0F>♥<U+FE0F>♥<U+FE0F>♥<U+FE0F>♥<U+FE0F>♥<U+FE0F>♥<U+FE0F>♥<U+FE0F>♥<U+FE0F>♥<U+FE0F>♥<U+FE0F>"
"4894","mi**님","2019년 9월 6일","국내산 생등심 돈가츠 덮밥 가츠동/1,허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","음식도깔끔하고맛있어요~"
"4895","yo**님","2019년 9월 6일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","이게 제일 맛있당ㅋㅋㅋ"
"4896","ma**님","2019년 9월 6일","궁중식 순살찜닭/1","5","퀼리티 쩝니다, 재료 훌륭하고,맛 훌륭합니다 순살찜닭 재주문의사 만%%%%%%있어요! 당면, 살짝매콤함,떡볶이떡,밤,대추,순살닭고기, 버섯,단호박,양파,소스 지금 주문하세요 롸잇나우!!!!"
"4897","ki**님","2019년 9월 6일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","오 맛있어요 배달 잘 받았어요"
"4898","rp**님","2019년 9월 6일","궁중식 순살찜닭/1","5","인간적으로 쌈장이 너무 적어요"
"4899","da**님","2019년 9월 6일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1(사이드 선택(트러플향 감자튀김 M),옵션 추가(종가집 김치 50g))","5","김치볶음밥 이름이 희한해서 시켜봤는데 나쁘지 않았고 안 먹어본 맛이긴했어요. 그래도 제가 해먹는 게 더 맛있긴 하네요. 트러플향 감자는 정말 괜찮아요"
"4900","kr**님","2019년 9월 6일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","잘 먹 었 습니다."
"4901","pi**님","2019년 9월 6일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1,피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","배달이 거의 엎질러진 채 온 것 빼고는 음식 자체나 양에 불만은 없었어요~ 배달만 조금 신경써주시면 좋을 것 같아요"
"4902","ul**님","2019년 9월 6일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","진짜 이집싸고맛있음"
"4903","si**님","2019년 9월 6일","수원왕갈비 치밥/1","5","쉐플리 언제나 맛잇어요"
"4904","js**님","2019년 9월 6일","수원왕갈비 치킨/1","4","양념에서 갈비맛은 별로 안나요 ㅜ 치킨도 눅눅하고요"
"4905","ai**님","2019년 9월 6일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","4","고기굽기 귀찮은디 배달로 해결하기 좋아서 굳"
"4906","da**님","2019년 9월 6일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1(사이드 선택(트러플향 감자튀김 L))","5","맛있었어요. 건강한 한끼 맞네요"
"4907","d_**님","2019년 9월 6일","궁중식 순살찜닭/1","5","찜닭맛나네요 양도 넉넉해요"
"4908","손님","2019년 9월 6일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","5","잘 받았어요~ 굿굿"
"4909","ss**님","2019년 9월 6일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","1","배달기사의 무리한 배달로 인해 지연되서 그냥 폐기 했습니다. 세번째 시켜보는데 매번 제때 온적이 없습니다. 다른사람과 동시에 시켰는데 저만 못받는 상황이 자꾸 생기네요... 배달 시스템이 개선되지 않으면 요기요 안씁니다. 배달기사분들 동선 잡아서 여러개 한번에 배달하려고 배달시간 엄청 지연되는겁니다"
"4910","jg**님","2019년 9월 6일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","엔소쿠크림소스는 살짝호불호가있을거같네요"
"4911","de**님","2019년 9월 6일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","5","믿고먹는 셰플리~~~ 잘먹겠습니다"
"4912","ak**님","2019년 9월 6일","국내산 생등심 돈가츠 덮밥 가츠동/1","4","맛있넜는데 배달이 너무 오바였어요ㅠ"
"4913","손님","2019년 9월 6일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","이태원 어딘가에서 먹었던적이 있던것 같기도한 겅강한맛있다"
"4914","he**님","2019년 9월 6일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","맛있어요~ 담주애도 할인되면 좋을거 같아요 ㅜㅠ"
"4915","ka**님","2019년 9월 6일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","5","역시 셰플리 맛있어요 ㅋㅋ"
"4916","ho**님","2019년 9월 6일","궁중식 순살찜닭/1","4","이번거는 호박도 빠져있네요."
"4917","cw**님","2019년 9월 6일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","5","항상 맛있게 잘 먹고 있어요."
"4918","sm**님","2019년 9월 6일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","4","배달비도 2000원 받는데 너무 느리네요.안받을땐 그러려니 했는데 받고 나선 개선이 필요한 것 같습니다"
"4919","yj**님","2019년 9월 6일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","맛있게 잘먹었습니다 !!"
"4920","je**님","2019년 9월 6일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","4","3일연속먹네요ㅎㅎ^^ 찜닭.치밥은 안 짰는데,삼겹부추는 소스가 짜네요ㅜㅜ"
"4921","cw**님","2019년 9월 6일","국내산 생등심 돈가츠 덮밥 가츠동/1","5","항상 맛있게 잘 먹고 있어요."
"4922","ch**님","2019년 9월 6일","국내산 생등심 돈가츠 덮밥 가츠동/1","5","마잌졍 또시킬구럅ㅋ"
"4923","ji**님","2019년 9월 6일","궁중식 순살찜닭/1","5","배달좀요... 너무 느려오6"
"4924","su**님","2019년 9월 6일","국내산 생등심 돈가츠 덮밥 가츠동/1(옵션 추가(종가집 김치 50g))","5","정말 맛있었습니다. 다만 비가 많이올줄 모르고 배달 시켰는데 비를 뚫고서 제시간에 와주신 배달원께 죄송하면서 감사했습니당<U+0001F61E>"
"4925","ry**님","2019년 9월 6일","수원왕갈비 치밥/1","5","치밥 언제 먹어도 참 맛있네요! 번창하세요"
"4926","ll**님","2019년 9월 6일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","4","맛있게 잘 먹었습니다!"
"4927","he**님","2019년 9월 6일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","일주일 내내 먹는 것 같아요. ㅎㅎㅎ 맛있어요."
"4928","sc**님","2019년 9월 6일","국내산 생등심 돈가츠 덮밥 가츠동/1","5","정말 맛있습니다 ^^"
"4929","qt**님","2019년 9월 6일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","배송도 빨랐고 맛있게 잘먹었습니다^^"
"4930","wi**님","2019년 9월 5일","궁중식 순살찜닭/1(옵션 추가(종가집 김치 50g))","5","완전 1인식사 맛있게 하였네요. 몇만원짜리 찜보다도 질적으로 최고이며 많은 양념들이 들어가있으며 케이스또한 깔끔하며 좋은 것같아요. 찜을 먹고싶을때 자주이용할려고합니다 가격 만족"
"4931","wa**님","2019년 9월 5일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1(사이드 선택(모히또 시럽을 곁들인 달달한 수박))","5","비오느라 배달은 조금 늦은거같아요ㅜㅜ 그래도 밥은맛있게먹었네요 ㅋㅋ"
"4932","ch**님","2019년 9월 5일","궁중식 순살찜닭/1","5","찜닭이 너무 맛있어요ㅜㅜ 내일은 돈카스덮밥 먹을려고 했는데 이거 한번 더 먹을까 무지 고민되게 만드는 맛!!"
"4933","d_**님","2019년 9월 5일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","날씨가별로 안좋은데도 친절하게 배달해주셨어요 ^^"
"4934","oz**님","2019년 9월 5일","국내산 생등심 돈가츠 덮밥 가츠동/1,영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","4","배달이 좀 늦었지만 잘 먹었구요. 함께온 된장국이 원래 시큼한 맛이 나는건지.. 냄새는 괜찮은데 먹으면 시큼한 맛이 강하게 나서 못먹었어요."
"4935","li**님","2019년 9월 5일","명란마요소스 치킨 가라아게 L/1","3","이게 14000원 이라고? 다시는 안 시킴"
"4936","de**님","2019년 9월 5일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","요청사항 들어주셔서 감사합니다. 맛있었는데 오늘은 빵이 딱딱하게 굳어있어서 제대로 못먹었어요"
"4937","손님","2019년 9월 5일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","4","배달 시간이 생각보다 길어서 넉넉하게 시키세요 사진이랑 다릊만 맛은 있습니다 ㅎㅎ"
"4938","yc**님","2019년 9월 5일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","존맛탱이네여 시저샐러드맛"
"4939","wa**님","2019년 9월 5일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","맛잇고 포장 깔끔해요"
"4940","yo**님","2019년 9월 5일","국내산 생등심 돈가츠 덮밥 가츠동/1","3","덥밥의 돈가스가 엄청 짜네요 짠걸 못먹는편은 아닌데 너무 짰습니다 염을 너무하신건지 신경좀 쓰셔야할거같네요 그거아니면 맛잇었을거같은데"
"4941","an**님","2019년 9월 5일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","늘 맛있게 잘 먹고 있어요"
"4942","kk**님","2019년 9월 5일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","5","맛괜찮아요~~~~~~"
"4943","ma**님","2019년 9월 5일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1(사이드 선택(계란말이 6조각),옵션 추가(된장국 추가))","5","레알 굳굳! 훌륭해요"
"4944","er**님","2019년 9월 5일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1(음료 선택(코카콜라 제로))","3","ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ"
"4945","yo**님","2019년 9월 5일","궁중식 순살찜닭/1","5","잘받았어요 감사합니다"
"4946","ch**님","2019년 9월 5일","수원왕갈비 치밥/1(사이드 선택(트러플향 감자튀김 M))","5","너무 기대해서 그런지 그정도는 아니었지만 양도 많고 괜찮았어요 감자튀김도 맛있더라구요"
"4947","oh**님","2019년 9월 5일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","감사합니다 잘먹었습니다^^"
"4948","wl**님","2019년 9월 5일","수원왕갈비 치밥/1","5","배달도 재때오고 맛있게 잘먹었습니다~"
"4949","wi**님","2019년 9월 5일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1(사이드 선택(피나콜라다 코코넛 시럽을 곁들인 상큼한 파인애플,계란말이 6조각))","1","여긴 시킬때마다 메뉴 누락에 배달지연"
"4950","ku**님","2019년 9월 5일","궁중식 순살찜닭/1(사이드 선택(마늘간장 누룽지 새우튀김 M)),그라나파다노를 곁들인 닭다리살 김치볶음밥/1","1","당연히 배가 고파서 시킨건데 1시간45분만에 오시네요;;"
"4951","ti**님","2019년 9월 5일","국내산 생등심 돈가츠 덮밥 가츠동/1","5","돈까스가 완전눅눅한거빼곤 먹을만하네요"
"4952","손님","2019년 9월 5일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","맛있어요~~~ 굿굿"
"4953","yo**님","2019년 9월 5일","궁중식 순살찜닭/1","5","오늘은 추천해주신 찜닭을 먹어봤지요 살짝매콤하게 잘 먹었습니다 밥과 고기의 양이 적당했어요 배부르게 잘먹었습니다"
"4954","ji**님","2019년 9월 5일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","3","고추많이 넣어달라했더니 글케해주신것같아요~감사합니다. 근데 크림맛이 그닥.. 저는 느끼하고 진한크림솨스 맛이 먹고시퍼서 시킨거였는데 좀 물탄듯한 연한맛이에요. 곡물 특성상 소스가 잘배어들어있지도 않구요... 그래도 닭다리살이 탱글하니 실하고 허브향이 괜찮음."
"4955","dd**님","2019년 9월 5일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","4","맛은건강한데 배달이 늦어서 미리알려주면 좋겠네요 된장국은 시큼해서 한모금 하고 먹지않았어요."
"4956","th**님","2019년 9월 5일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","4","약간 느낀 한거 말고는 전반적으로 양도 많고 맛있네요"
"4957","je**님","2019년 9월 5일","수원왕갈비 치밥/1","5","짜거나 자극적이지 않아 집밥처럼 매일 먹네요ㅎㅎ잘 먹었어요^^"
"4958","to**님","2019년 9월 5일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","잘 먹겠습니당 ㅎㅎㅎ"
"4959","bl**님","2019년 9월 5일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","3","배달도 늦고 맛도 그저그러네요"
"4960","al**님","2019년 9월 5일","수원왕갈비 치밥/1","2","여전히 배달 시간이 오래 걸리네요 처음에 30분이내에 먹으면 맛있는데..... 수원왕갈비치밥은 1시간 지나면 너무 눅눅하고 느끼하네요~~~참고하세요~~"
"4961","j7**님","2019년 9월 5일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","고급진맛이에요 짱입니다"
"4962","pa**님","2019년 9월 5일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","고급진 요리같은 배달음식 너무 마음에 드네요~"
"4963","wl**님","2019년 9월 5일","마늘간장 누룽지 새우튀김 L/1(음료 선택(코카콜라))","5","항상 청결하게 만드는 느낌나서 좋아요 이벤트 덕에 감사히 잘먹엇습니다 고추가루 중국산이라 고추가루 들어가는 음식에 손이 안감"
"4964","cw**님","2019년 9월 5일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","5","항상 맛있는 음식 감사합니다."
"4965","손님","2019년 9월 5일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","4","트러플 향이 엄청나요! 방한가득!!! 저건 1/3덜은 양이예요! 양도 딱 일인분! 가격이 조금 비싸지만 트러플가득한 김치볶음밥이라 만족^_^"
"4966","dm**님","2019년 9월 5일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","3","비오는날 배달해주시는 기사님들 항상감사합니다><"
"4967","re**님","2019년 9월 5일","허브향 닭다리살 구이와 매콤한 고르곤졸라 크림 곡물 리조또/1","5","전 이 닭다리살 구이 크림 리조또 정말좋아합니다. 더 자주시켜먹을듯하네요."
"4968","ps**님","2019년 9월 5일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1(사이드 선택(고소한 명란마요 밥))","5","굳."
"4969","hk**님","2019년 9월 4일","궁중식 순살찜닭/1","4","맛있게 잘 먹었어요~"
"4970","ma**님","2019년 9월 4일","국내산 생등심 돈가츠 덮밥 가츠동/1","5","생각보다 짜긴 했는데 맛있었어용~~~~~"
"4971","ov**님","2019년 9월 4일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1(사이드 선택(계란말이 6조각))","4","제 입에는 그럭저럭 잘 맞아요"
"4972","ov**님","2019년 9월 4일","국내산 생등심 돈가츠 덮밥 가츠동/1","2","돈카츠가 질겼어요."
"4973","go**님","2019년 9월 4일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","맛있고 가볍게 먹기 좋아요 배바 많이 고프면 사이드 추가 꼭 해야겠어요"
"4974","d_**님","2019년 9월 4일","피타브래드에 싸먹는 허니갈릭 닭가슴살 시저샐러드 /1","5","샐러드 맛있어요 덕분에 채소충전해요ㅎㅎㅎ"
"4975","je**님","2019년 9월 4일","궁중식 순살찜닭/1(사이드 선택(피나콜라다 코코넛 시럽을 곁들인 상큼한 파인애플))","5","궁중찜닭 자극적이지 않아서 맛있네요. 삼삼하니 집밥느낌이라 자주 먹을 수 있겠어요"
"4976","dr**님","2019년 9월 4일","국내산 생등심 돈가츠 덮밥 가츠동/1","5","돈까스 두께가 두툼합니다. 잘 먹었습니다."
"4977","lo**님","2019년 9월 4일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","양도 적당하고 맛있습니다"
"4978","in**님","2019년 9월 4일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","간이 딱 좋아요. 제공되는 국도 맛이괜찮습니다."
"4979","er**님","2019년 9월 4일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","5","ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ"
"4980","ho**님","2019년 9월 4일","국내산 생등심 돈가츠 덮밥 가츠동/1","5","정말 정말 맛있었어요~~~밥조금 요청사항 들어주셔서 감사합니다~~^--------^"
"4981","da**님","2019년 9월 4일","수원왕갈비 치밥/1","5","항상 잘 먹고 있어요"
"4982","de**님","2019년 9월 4일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","5","맛나게 먹었습니다~~~"
"4983","sc**님","2019년 9월 4일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","5","맛있게 먹었습니다!!"
"4984","sc**님","2019년 9월 4일","국내산 생등심 돈가츠 덮밥 가츠동/1(옵션 추가(된장국 추가))","5","항상 맛잇게 감사히 잘 이용중입니다만, 된장국을 시켰는데 김치가 왔습니다. 정확한 주문배달 부탁드립니다^^"
"4985","ho**님","2019년 9월 4일","궁중식 순살찜닭/1","5","영양가 풍부한 찜닭이네요. 맛도 굿~"
"4986","he**님","2019년 9월 4일","영양부추무침을 곁들인 대패삼겹살 덮밥과 된장국/1","2","대박 1시간30분만에 음식받음ㅜㅜ 1시일이라 밥못먹구 배달아저씨 비맞고오셔서 그냥 받아만놓구 나가요ㅜ 바쁘신 분들은 절대 절대 시키지마세요ㅜ"
"4987","si**님","2019년 9월 4일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","5","맛 무난합니다 양은 충분하고 배달은 느려요"
"4988","yo**님","2019년 9월 4일","그라나파다노를 곁들인 닭다리살 김치볶음밥/1","5","맛잇고 빨리 배달왔네요"
